id_transacao,nome,email,cartao,data,valor,localizacao,ip,fraude
19d25c21-3ad1-485e-80f4-edec4bb24762,Sarah Williams,barnesroy@example.com,3501640981471239,2025-05-26 14:29:37,1768.8,Port Holly,20.223.210.179,0
f918b011-3e18-4d0c-94a9-c98a5843ecfd,Richard Walsh,kbenjamin@example.com,4623572268144163546,2025-06-02 07:52:56,4882.07,Lake Lindaburgh,59.199.169.81,0
275ca00d-4e54-42b8-bd6e-60589ed8a71a,Charles Hall,idunlap@example.com,180009482149245,2025-06-02 22:04:56,4815.75,Nicholasmouth,75.207.75.171,0
4c3a6da2-08b0-428a-8175-25bb494c0ef4,Scott Mendoza,davidhayes@example.net,6011148545988678,2025-05-13 21:13:19,3073.01,Lisafurt,206.100.224.223,0
4bc46135-4ddb-4095-9aed-fc1001f1148f,Cynthia Miller,tlee@example.net,2707001765539655,2025-06-09 22:09:07,3674.27,Mathewsfurt,9.111.12.230,0
b6fb2085-cb5e-471a-8863-cee252e91467,Renee Martinez,christopherallen@example.org,30522936566733,2025-05-14 05:42:03,882.38,North Christopherville,64.143.145.254,0
d1a499d3-359a-432b-b78c-8a4baa26ece6,Rodney Rodriguez,briandorsey@example.com,4802995572994427,2025-05-27 00:39:03,4037.15,West Robin,140.159.85.187,0
cbd4e398-577f-423b-bbc4-3faddffb77c9,Sean Wilson,shannon07@example.com,30080277568701,2025-05-26 01:50:58,1056.65,Port Aprilberg,147.198.245.81,0
c92e754d-3e39-4d35-bbc3-46f3ea71ba4d,Charles Owen,samantharamos@example.net,4641817745303155675,2025-06-08 12:03:00,4401.48,Timothyburgh,163.246.132.199,0
141869e0-a35d-4f64-a598-3a663479f78e,Troy Hamilton,lisa31@example.net,676155703934,2025-05-31 20:54:16,2933.14,Michelechester,205.12.119.56,0
a2b4ded9-2b62-42de-8ffb-d93f4286bb16,Ellen Cooper,blevinsgwendolyn@example.net,180046672481533,2025-05-28 07:37:47,1969.74,Ponceborough,121.53.251.242,0
1c6774b8-ee27-41c5-8c7b-257ef18ffce1,Crystal Allen,moorealan@example.com,501863691926,2025-05-24 13:54:16,1469.12,Harrisberg,19.144.95.95,0
718e2e89-1a10-40dd-935a-6a03a79d8c7f,Emily Williams,brendanedwards@example.com,6011557407150732,2025-05-27 13:07:31,3300.31,East Joeside,44.122.179.11,0
e0a74615-664f-476c-8a7d-12e32c9196d9,Tricia Neal,crystal50@example.org,2720393810316970,2025-06-07 22:16:52,3212.77,Danielbury,66.83.65.113,1
0e1c459c-8dea-4487-8e48-cbbdfcbc6190,Michael Garcia,ytran@example.net,2256574605792390,2025-05-13 16:01:46,703.03,Nashfort,166.13.53.131,0
ad282f4d-7328-48aa-9588-1f27d8b93167,Blake Ware,ycabrera@example.net,6507328769641366,2025-05-11 12:32:30,4812.65,Wallaceland,66.159.72.58,0
266f5663-95ac-4a92-8814-6d168c3a69de,Justin Dominguez,annefry@example.net,579236603489,2025-05-20 18:30:07,1977.03,West Amyville,86.254.141.239,0
9aa710d9-b18f-4b50-9fed-eedcba5121d8,Jessica Lucero,michellenelson@example.org,4355770401169538,2025-05-27 05:46:51,4273.99,Ibarraland,212.206.13.233,0
ea2c402a-696e-4462-b37d-ca340ea2b847,David Kane,wendybeasley@example.net,30082313578223,2025-05-25 12:14:53,4434.0,Wendyton,120.244.53.61,0
d0c90281-468a-45c6-b322-ee7bb5435038,Sarah Conrad,michelle08@example.com,4992804028104625,2025-05-14 01:57:53,2329.57,South Ernestport,202.91.68.166,0
578bd42a-b51a-4002-8ca0-3642788126ca,Tamara White,bentonmegan@example.org,560228861400,2025-05-26 05:07:43,867.41,North Anthony,189.123.6.27,0
5484aecc-8d38-41b5-8495-5b1c8ee0be17,Corey Evans,fcook@example.net,4161074497526,2025-05-20 01:14:28,3773.11,Lindamouth,130.246.67.84,1
aa95c097-0c8b-4fec-98a1-f92db8f5ffb9,Angela Durham,kennethgonzales@example.com,180046180034279,2025-05-28 02:06:45,778.32,Port April,222.91.216.79,0
2504dd6f-79f9-4f5b-9ffe-fffbfec48992,Rebecca Hardy,brittanystein@example.org,6011236490844622,2025-05-19 17:25:15,1655.96,Joelport,58.46.188.171,0
8725b63d-f0a1-4d20-b786-5b03ff59f723,Shari Phillips,ccarter@example.com,4482090162860688,2025-05-15 05:21:52,3283.01,Lake Scott,12.167.147.250,0
57131012-c92c-4d0a-928d-38910d61d78f,Cassidy Small,rowedonald@example.org,502066117594,2025-05-22 20:24:49,1603.93,Martinfort,73.244.164.49,0
b2d4e920-d4ac-42a1-8be3-85dd5b49aa17,Steven Flores,olivercindy@example.org,213199672256198,2025-06-09 11:48:27,3040.1,Lake Tiffanyhaven,12.93.135.111,0
3e5ae0d4-b058-41e9-9b62-1ba0f44fe528,Larry Holland,james29@example.com,4534230787442906523,2025-05-25 22:48:28,1460.07,West Loriland,79.143.53.52,0
0d7ae5ed-870f-497d-8828-27a6e9ab3379,Melissa Jackson,ibrooks@example.org,2720444377375923,2025-06-09 09:41:21,738.82,Jessicaland,22.12.146.92,0
152b654a-0b2c-432b-a3c7-2f2286570e3d,Richard Norman,melissa05@example.com,4368025439587481,2025-05-29 19:40:46,3069.81,Thompsonview,161.209.39.167,0
35c1ada8-8561-42e6-8e95-2fa64195442f,Melissa Andrews,thomas19@example.org,377364174557624,2025-05-19 12:52:11,1538.07,North Charlesborough,180.224.114.123,0
f58d1c20-57e0-4fcc-a4a8-7d0faef5c28b,Sydney Nguyen,robertsimpson@example.net,6537556374289155,2025-06-03 04:24:15,3558.05,Karenview,191.247.198.140,1
25a31c0b-f073-49fa-b995-972e49d5ca32,Danielle Salinas,ryancisneros@example.com,589614548040,2025-05-20 21:15:18,4885.74,Downsmouth,177.151.84.79,1
3968aaa3-0db8-4b50-a39d-262f31dc1f40,Christine Wood,zachary08@example.org,4071478673529079422,2025-05-29 00:39:16,665.66,South John,181.48.15.231,0
38cce08b-6978-478a-9bb1-ab6f579491ad,Nathan Kelley,amanda87@example.net,4996208262216015801,2025-05-11 16:32:25,2340.38,Port Michaelland,91.117.26.87,0
30bcde57-e92e-4638-a6f9-a15bf6675b7f,Gregory Johnson,dclark@example.com,3567941998846129,2025-06-01 22:05:23,3617.64,East Johnbury,160.68.199.235,0
1c3d12dc-844c-444a-a27e-b7c2acfa28e7,Kristina Schultz,alison86@example.org,4982677700482135,2025-05-11 12:48:21,3149.39,East Michaelberg,158.1.159.34,1
24eadad7-c6e7-4e90-adeb-83757fc00c14,Nicole Welch DDS,agarcia@example.org,4563140639449235,2025-05-24 03:13:37,454.98,East Patrick,17.14.188.145,0
dacd0f99-ca77-4414-9077-87af1003662a,Megan Cortez,whernandez@example.com,5378219403131039,2025-06-06 05:44:28,2212.5,Jonesbury,29.8.109.207,0
d8ecf47f-df73-4033-bd6d-4662d140a210,Kimberly Zimmerman,christybaldwin@example.org,4826380452809,2025-06-03 06:02:30,3344.74,Johnshire,27.162.15.235,0
002306c0-5ed0-4e7d-9215-88a549b5b701,Kelly Frey,teresadavis@example.org,213186120162250,2025-05-24 08:49:31,2274.94,North Richardburgh,168.10.38.14,0
6285215f-c6c9-430b-a0ea-114d9fffc9fc,Lisa Bryant,hawkinsmatthew@example.com,2240777035665149,2025-05-28 03:23:37,290.68,Port Stephen,203.40.16.39,0
80590981-fb78-4762-9fde-438bbc555dc7,Crystal Goodman,mary41@example.org,3577834891983669,2025-05-18 13:37:47,3199.96,Nealview,139.158.48.158,0
cd02b1a1-c83a-481f-8314-64cc905e06b6,Brian Patterson,michaelcline@example.org,374881727548316,2025-06-04 08:17:02,3743.15,North Jeffrey,218.194.23.131,0
4c268ed2-6b31-4b8c-8dd6-2b13d1534012,Shawn Wright,brownjustin@example.com,4680204017181601918,2025-05-22 00:01:55,3069.32,Stewartchester,97.172.225.215,0
b79b8fc9-9836-4190-9113-78e135c8f47e,Sarah Taylor,tgoodman@example.net,4853167107431576,2025-06-05 17:53:41,2281.19,Dominiquestad,97.3.165.47,0
1b3f29d6-6ff3-4af7-9f11-750670f4596f,Karen Thomas,michael99@example.org,180065292764599,2025-06-02 21:58:25,3031.57,South Douglasstad,175.112.241.109,0
51a0e176-87cd-473a-bdea-95cdf3dff02e,Jennifer Santos,millerrobert@example.com,4061534139138925,2025-05-13 06:38:02,2698.8,South Heatherberg,102.120.161.60,0
8d7068de-9ac4-41ce-b00d-49b06941a8b2,Patricia Hendricks,cbell@example.net,213151953084617,2025-05-27 20:46:01,1559.03,Port Jamesbury,101.211.17.61,0
688fe95b-bdec-4604-ae41-b3b2cf7a7e7d,Brian Adams,oblack@example.com,2281748434941498,2025-05-17 08:45:06,4635.85,South Hannahton,198.28.196.50,0
06a8b3f0-c208-4526-83ce-16f5b652a2ea,Patrick Miller,vmorris@example.com,3566878213825549,2025-06-05 17:37:49,3797.34,Christineshire,25.201.221.131,0
1aeabd7b-9e4b-43f4-b22b-f2ccd77c34eb,Lisa Summers,james85@example.org,4179539188308,2025-05-12 02:36:33,2363.89,Lewishaven,29.237.2.251,0
3ba17166-cec7-41d2-bad2-c4ba11d5e241,Kimberly Jackson,aescobar@example.com,4505958382567927148,2025-05-11 04:20:51,613.39,Wendymouth,204.247.150.64,0
bb04c5d7-1584-4bdc-866f-5c94fcf423b0,Jennifer Avila,cameronyoder@example.com,4142816987046505,2025-05-27 21:43:53,220.09,Port Roberthaven,94.198.146.243,0
0a7e9bdf-a30f-4d9d-b246-628390a6a030,Michael Peck,parkerteresa@example.org,180090020179506,2025-06-08 10:16:07,1509.04,Timothymouth,202.250.146.45,0
3d4c4f51-3ff4-4444-94c4-cf6a332b1de6,Gabriel Duncan,elizabeth71@example.net,6011803034946575,2025-05-19 21:42:37,3177.86,East Mitchell,132.242.195.10,0
a302f3d8-a4c7-482a-bb97-5700cb6f6ca9,Sarah Hunter,deckerdavid@example.com,4896708429024380,2025-05-22 13:45:38,825.88,Ortizstad,7.182.129.168,0
8cc5ab10-5f00-4b2d-84c6-26676f6f720d,Destiny Wilson,nicole62@example.org,2700358406018565,2025-05-20 01:23:19,884.43,Jeromeland,164.216.41.51,0
6ca2cbdd-81d1-4053-b508-761784d1d7ca,Eric Baker,rpruitt@example.net,4322320616711,2025-05-31 02:11:54,214.56,Carneyville,104.229.12.231,0
5a1eaddf-910c-44e6-bcc8-81ee5dd8e55d,Sheri Harmon,mullinsemily@example.com,502007344364,2025-05-22 18:18:23,1509.43,New Elizabeth,164.14.57.248,0
964afe86-8741-4632-adff-fd20a50edd83,Caitlin Newman,robert71@example.net,639068200372,2025-05-27 16:22:08,3217.57,Ericstad,1.61.203.236,0
57696ffa-3911-49e2-b567-a6cea1dccfe7,Patricia Charles,michelle00@example.org,345248723586367,2025-05-19 07:11:57,3300.76,Yangfort,133.246.155.199,1
5b5bfe13-797d-4eaf-85ec-cf6dc2d93a23,Gregory Douglas,dominic60@example.net,3510635088075841,2025-06-07 18:03:22,4052.04,New Cherylview,54.158.243.238,0
42c28d52-4c96-4d73-b4a1-783b9e04cc6b,Steven Taylor,zbarrett@example.net,4752002516328,2025-05-14 07:28:20,3975.55,Rhondaview,134.119.23.170,1
ba97e218-18af-4a7d-b199-b361825002a4,Alexandria Williams,jason72@example.com,4571286108806189,2025-05-23 08:14:47,3960.79,Port Kyleberg,129.120.152.117,0
8e3e9364-ba7f-499c-b061-7d2a7c66bef1,Michael Schroeder,hicksjames@example.net,180081475800464,2025-05-25 11:34:33,3462.48,Chaneyside,209.180.222.119,0
70d5aca2-38bf-48cd-8c3d-cb9f79cbb820,Wendy Newman,samanthajacobs@example.org,30444926504899,2025-06-09 05:14:52,2371.02,Christinaville,189.87.199.205,0
96db3fb7-dbf9-454b-8261-faf74cace5d7,Cindy Gibson,matthewgraham@example.com,3514070993610134,2025-05-19 03:28:11,361.4,New Sharonchester,131.38.70.43,0
49ec08a7-da8c-447d-9c30-c0f6b378af45,Micheal Jordan,madelinejones@example.net,5400597169341120,2025-05-30 00:47:10,443.05,Jeremiahville,112.91.82.66,1
f236db64-2619-4704-91bd-9d0b57be5590,Andrew Livingston,brianasmith@example.net,30329504627503,2025-06-04 20:21:39,4992.08,New Diana,143.116.38.145,0
d38314ea-22bc-4c9a-8bbe-179c53260232,Jerry Hudson,mathisanthony@example.org,3587548866248472,2025-06-05 22:04:12,247.12,Bennettberg,19.110.98.154,0
cb68ff67-3784-4dd5-ad2b-7946a38c6197,Alexander Peterson,jgomez@example.org,30426729706631,2025-05-25 22:49:20,4077.98,North John,93.223.102.198,0
68d7b195-f61e-49a0-af46-64494e2ba9ef,Carl Bean,susan84@example.com,4592178935891200,2025-05-19 20:12:52,1351.78,West Steven,211.51.218.27,0
759ca1f0-5f67-47a5-96c3-db546b6a0d35,Jessica Ashley,hannah75@example.com,4034863512563893861,2025-06-09 14:27:28,1732.12,Lake Samantha,183.80.221.110,0
198bfb68-664f-43cd-8991-6a95832b8533,Kelsey Moyer,anthonyrogers@example.com,2704069845011113,2025-06-09 13:27:05,1487.15,Meganland,91.144.34.253,0
24be7104-d305-4f4d-a4ed-1d8e97e6679e,Samuel Ray,katherine33@example.com,3527259710560095,2025-06-07 10:17:19,1642.41,Lake Mikaylaborough,113.38.88.152,0
e8b1bb58-e5cd-4291-8b67-28d893742b0a,Tammy Taylor,christinamurphy@example.com,4236000535191,2025-05-27 08:11:43,4077.49,North Danielborough,11.151.148.145,0
df48d037-2c00-427e-bb6c-412152b59741,Matthew Hernandez,alan13@example.com,4632243784565180,2025-05-13 02:55:38,4558.76,Annland,138.141.76.148,0
fefae497-cc66-4a0a-b338-6e5a087f7f44,Robert Sandoval,jonathanwilcox@example.com,4875084150805,2025-06-05 11:07:52,4187.58,Thomaschester,52.62.162.161,0
aec6eed1-094a-42ce-86a3-e87a4c9cb907,Melanie Booth,caldwelljohn@example.net,342023223331736,2025-05-16 20:43:22,4486.46,Judyhaven,41.16.145.121,0
14dd961e-75d9-4514-9efe-fc25c6e3f7ae,Jeffrey Hunter,jclark@example.com,378574272610534,2025-05-28 13:55:35,731.45,Zunigabury,65.154.81.29,0
47c2a84b-e4f6-447d-808e-9c1eb0f6db13,Virginia Cunningham,marythompson@example.net,2253773278200292,2025-06-01 03:17:57,2242.83,Wilkinsmouth,152.207.123.69,0
eabe47fc-7b21-49ba-a443-7cc1af489a3a,Anthony Adams,jamesperez@example.net,4294425269510836,2025-05-13 03:30:57,4190.84,Pottsland,41.67.14.227,0
04d905f7-b414-47a7-bf18-133886ecde92,Russell Jones,benjamin52@example.com,4599387654236352062,2025-05-21 11:42:50,849.78,Sierraside,207.168.221.14,0
7778e098-d1e7-47b8-9930-f5d3d68ba84e,Kimberly Ortiz,vwolf@example.com,4729389989219378192,2025-05-13 11:25:14,1687.34,South Michaelchester,68.144.168.76,0
20226057-bc70-4716-bfe5-6faedf027043,David Mccoy DVM,coxbrandy@example.net,2237406303495782,2025-06-08 05:41:09,4530.9,Riostown,144.104.105.93,0
f01b2e08-ed2e-4ffb-bc10-2be063b6cd9b,Jamie Russell,sarah99@example.net,371306800187736,2025-06-06 21:04:40,4431.44,East Steventon,104.66.69.224,0
b8b930c9-5635-48c4-bf2c-b915de801a57,Daniel Salinas,hilljanet@example.net,3545031679436007,2025-05-23 03:53:11,4806.88,West Ericfort,159.24.190.74,0
c0fda8bf-8192-4888-9f08-a473ba426166,David Chapman,johnsonchristopher@example.net,4756398027401245,2025-05-13 09:36:34,3642.72,Kevinmouth,198.208.225.75,0
f190505e-359e-4595-8e94-9c88c312aa1a,Dwayne Cooper,patrickcrane@example.net,36254822115227,2025-06-08 18:03:52,336.88,South Caroline,77.4.47.214,0
9dd22778-ed89-49d1-ba8a-389ed64812db,Mr. Kenneth Diaz,cbaker@example.org,4114312989655653,2025-05-13 00:14:19,1130.29,Carolbury,52.57.157.121,0
a4746e22-4e5f-4529-8c6e-243df9ff742c,Sherry Richard,gutierrezkaren@example.com,4370730965113307,2025-05-13 20:06:18,3500.73,Kennedyburgh,104.146.124.110,0
85641c0a-feaf-47b0-83ce-4640f681f7bc,James Bailey,christinejohnson@example.com,4618744739949724,2025-05-19 16:55:11,1708.19,Martineztown,58.181.91.163,0
bf01f326-cb9c-4f43-9313-884ff5d863de,James Allen,lisa84@example.net,4556077014560231264,2025-05-24 07:06:11,2449.19,East Lindseyshire,172.32.251.152,0
796c44d3-5cc8-465d-a1f1-8eb6bcca6cb3,Jeffery Welch,donald76@example.org,6574272571242781,2025-06-08 21:32:04,3763.99,Hollowayhaven,87.128.8.62,0
c27b75bd-293c-45ae-bd20-ea098d4d1eef,Elizabeth Harrison,kristenayers@example.com,4247752312031199,2025-05-24 05:40:10,3098.66,Perryside,29.27.113.214,0
29b53dbe-7b68-4b20-9f67-f59d458bb3f3,Jennifer Campbell,anita58@example.org,5187551216848552,2025-05-24 07:52:04,2528.39,Michealton,180.19.35.71,0
e9d13b69-447f-4619-9a5b-eb89d365c04d,Sharon Lindsey,ylewis@example.net,4231895860356563215,2025-05-25 01:12:17,1313.1,South Davidbury,213.128.98.89,0
2b16707e-7ec3-43b1-aab9-80bfd837e459,Nathan Ford,lewisjody@example.org,4464744560463048,2025-05-24 06:53:01,1321.3,Gabrielleview,207.9.250.161,0
032299a8-43cb-4bef-8d33-d4b5e7419951,Glenn Smith,heatherlindsey@example.com,4577931534350369,2025-06-04 14:21:51,3546.74,New Bradleyhaven,65.27.109.131,0
e911a000-858c-49e1-a8fc-5b61e831e86c,Danny Rice,kevin54@example.net,4122491314856641765,2025-05-18 09:50:53,1532.45,New Victoriaside,13.40.144.238,0
9fd43e45-8d2f-4efb-b50e-6e42aa1ac56c,Sarah Brown,jerry55@example.org,3570355185711787,2025-06-05 12:16:16,1080.21,Gonzalesborough,105.134.21.7,0
bff1bb66-1784-41a1-9040-ff491be5576d,Theresa Rowe,crystal35@example.net,4164811701560389,2025-06-04 04:12:43,419.63,South Maria,129.223.69.254,0
48abc61a-aaf4-43bd-9d0b-2ed32f2b19be,Jordan Elliott,brian84@example.com,4974627727136156,2025-05-15 10:31:42,2178.75,New Angelaville,193.221.145.179,0
a61b4e9b-0850-43b2-8ed7-fdcb3a819d24,Kevin Jones,hoovergabriel@example.org,4222192743903410,2025-06-09 15:48:00,3308.33,Boltonshire,78.122.242.63,0
9388c144-92f4-49c1-a54d-8f927e8cda2d,Erin Jenkins,carrollstephanie@example.com,6597794461813952,2025-05-12 21:54:27,1882.35,Petersonhaven,179.4.142.188,0
665b3f00-00b9-40f0-afa9-d1af7dbf01bf,David Hardin,rthompson@example.org,2230067578904820,2025-05-28 00:12:42,2814.99,Dillonbury,131.196.123.178,0
d7112e19-39bd-453c-9800-af3b77f4d6ff,Sean Blevins,longdaniel@example.net,30126689240866,2025-06-08 22:07:49,1628.68,South Julia,156.241.47.110,0
a5a0d0dd-c133-4ace-ac20-9a882875c21a,Deborah Stevenson,zhuerta@example.org,6537764869588749,2025-06-05 06:19:31,2292.59,New Jill,78.101.15.107,0
f5506d42-e0bc-4d66-856e-b172fec3ef3c,Ashley Brown,mfitzpatrick@example.org,2234852187333545,2025-06-09 11:22:52,3496.44,New Sara,9.58.175.155,0
02dedc5f-091e-4a5c-af26-e40e84d01a7a,James Liu,taylorhoffman@example.org,213106616595268,2025-05-14 23:07:28,3680.64,Lake Emma,42.9.251.4,0
f4ae9ddc-b606-4af7-b639-f2302c20861e,Mrs. Colleen Berry DDS,angela57@example.org,676392743743,2025-05-27 06:57:48,3277.94,Taylorside,206.161.1.32,0
59316bea-8619-4f51-a7ae-b3fcd079b41f,Matthew Combs,keithmurphy@example.com,676245991770,2025-06-07 00:12:15,2240.19,Jasonchester,121.41.201.186,0
e267a80b-e988-44ef-b72a-bf4e5335e1ef,Rhonda Long,xbrewer@example.org,30433711452851,2025-05-23 15:21:46,2287.49,Burnsland,1.122.84.247,0
0a79de4c-ea4c-4f26-acdc-a7be177b669f,Lisa Tucker,matamichelle@example.com,4604037603904,2025-05-21 22:48:44,987.96,West Lisaborough,49.225.91.3,1
f4120da3-862e-4618-9273-9fda434f35bf,Joshua Johnson,ayersmarvin@example.com,3585197008949985,2025-05-19 17:21:55,1713.84,Medinamouth,204.34.76.136,1
7ba7dd78-1bce-42e2-9dca-aa159d70f2c9,Daniel Phillips,hector13@example.net,4263536340876652,2025-06-09 07:00:14,3426.58,Chelseashire,217.158.187.181,0
f70028b3-1533-457b-a280-c51af618ca90,Joanne Peck,pjohnson@example.com,6552340691069933,2025-05-30 11:57:03,232.25,Lake Erikshire,35.36.111.199,0
96811c24-3e08-42a6-857f-1f501f095b42,Cynthia Harris,garciajulian@example.net,5301344199390599,2025-05-22 06:58:35,2233.28,Bryanbury,62.239.85.171,0
7b4bab7c-92e5-4d01-a6d7-9bf6316a1fb7,Ricky Bradley,lisaperez@example.com,180004005052935,2025-05-28 22:11:17,4834.56,Gouldberg,38.186.80.130,0
2b00c2b3-bd73-4a98-8a1c-72c1426e1f45,Andrew Fletcher,christopherlivingston@example.com,3556011581963294,2025-06-06 17:34:43,4762.73,West Michaelchester,25.245.37.108,1
fa64c861-043a-44f2-bbb2-dccdd00bc6e5,Jerry Weiss,kristen72@example.com,4665266282986963477,2025-05-25 01:41:15,1562.31,East Kevin,119.87.55.2,0
8c396af2-4f57-455b-8d37-7b3fd20214ce,Wendy Ferguson,kevin93@example.org,4718158699085,2025-05-27 06:17:10,196.38,Barajastown,61.93.243.232,0
5e9ee37a-c552-44b0-8879-9ed07a99cdac,Jill Farley,brianosborne@example.org,3576446129204437,2025-06-06 15:22:34,4472.07,Edwardbury,57.16.15.15,0
5b283e9a-98a2-4059-aa8d-d2b04f7a3e27,Nicholas Gonzalez,espinozaelizabeth@example.org,4229264093872488,2025-06-07 18:56:53,2648.75,West Gregorytown,117.155.50.67,0
573dc5fd-4a93-4eb9-ac78-41e14d38993c,Patricia Lee,jennifer31@example.com,579897437771,2025-05-16 11:24:57,2001.84,New Shannon,123.24.216.18,0
969b9ece-5a0f-4071-9f3a-4a12fdef375f,Pamela Mcconnell,lawrencemolina@example.com,4680410283837,2025-05-14 07:45:44,828.6,Rebeccachester,135.96.84.132,0
0cde1ee9-79fe-4c02-8dfb-87cca55e236e,Ana Ball,susanjimenez@example.org,30262995734662,2025-06-02 12:36:24,2769.42,South Shane,30.161.94.6,0
2a4f8dd7-0857-4e76-a9da-5f344748cfaf,Shannon Donaldson,gomezalexandria@example.org,4045260410578636,2025-05-28 06:04:22,2559.81,Rosemouth,179.164.211.50,0
07b4c443-a993-438a-be23-66bfe3c27d12,Elizabeth Anderson,paulwarren@example.com,30035789328259,2025-05-16 02:56:02,1051.57,South Luisview,204.17.186.130,0
ce4fac12-1b32-4d3a-a39b-e4b839e5b49f,Jeanette Rodriguez,smiller@example.net,6523884723242287,2025-05-12 19:05:05,2104.05,Tylerview,178.30.43.89,0
1615bbd9-5733-4067-8481-eaa020a9cfec,Marcus Johnson,bpeterson@example.org,180079044408082,2025-05-31 12:10:58,4827.94,Alvinhaven,115.119.56.34,0
f309f688-bbf4-473d-b1b0-644a6ff0990d,Diane Smith,castillorebekah@example.net,4081227452285045,2025-05-18 16:04:05,1128.96,Williamsside,212.20.93.83,0
ad39c0b7-eae4-4672-aebc-402261924bda,Isaac Rogers,sullivanapril@example.com,4194625010033395493,2025-05-25 07:46:47,841.08,Jonathonport,63.146.214.236,0
dbde763e-cbe5-4540-8bcc-e6460b0d0257,Lori Lee,vcarter@example.com,502089165315,2025-05-28 02:00:02,537.64,East Taylormouth,17.143.224.205,0
13b33b71-391b-4e6b-b0be-d0dac096a2f4,Diane Rowland,matthew14@example.com,4689153972985,2025-05-25 09:17:28,3868.17,West Paula,169.158.5.53,0
45677d29-0a81-4eec-82b6-d429330ec4ee,Leslie Cruz,ahorne@example.org,4959907509682274904,2025-05-25 07:56:58,4997.04,South Georgemouth,83.69.140.72,0
be8eacae-062f-4722-b4db-57a929f39f91,Heather Frazier,tylerbennett@example.com,6011034310900264,2025-06-06 22:16:14,3269.29,West Stephenborough,87.234.87.202,0
c99f7081-5583-4b3d-80a6-ec5d0f2f0827,Steve Hardin,nwhitehead@example.org,3581686917151000,2025-05-20 22:18:53,4233.29,Christineshire,159.8.177.145,0
78a5af19-8a15-4fb2-8fb3-0e22572129ce,Alicia Lee DDS,elliottandrea@example.net,4891983292372274,2025-06-03 06:19:05,400.6,Darinmouth,133.168.240.232,0
3450fd9f-fc71-4938-81ad-5801ee5fc011,Thomas Ruiz,reedjoshua@example.com,4899393603504361780,2025-06-07 07:41:54,2517.14,Mooreberg,99.47.210.165,0
